Manufacturer,Model,Description,Transmission,Manual or Automatic,Engine Capacity,Fuel Type,Powertrain,Engine Power (PS),Engine Power (Kw),Electric energy consumption Miles/kWh,wh/km,Maximum range (Km),Maximum range (Miles),Euro Standard,Diesel VED Supplement,Testing Scheme,WLTP Imperial Low,WLTP Imperial Medium,WLTP Imperial High,WLTP Imperial Extra High,WLTP Imperial Combined,WLTP Imperial Combined (Weighted),WLTP Metric Low,WLTP Metric Medium,WLTP Metric High,WLTP Metric Extra High,WLTP Metric Combined,WLTP Metric Combined (Weighted),WLTP CO2,WLTP CO2 Weighted,Equivalent All Electric Range Miles,Equivalent All Electric Range KM,Electric Range City Miles,Electric Range City Km,Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [No.] [mg/km],RDE NOx Urban,RDE NOx Combined,Noise Level dB(A),Date of change,
MERCEDES-BENZ,E-Class Estate Model Year 2026,E 450 d 4MATIC,A9,Automatic,2989,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),367,270,,,,,Euro 6 EB,False,WLTP,27.4,38.7,50.4,44.1,40.9,0,10.3,7.3,5.6,6.4,6.9,0,180,0,,,,,117,,10,29,0.06,,,67.0,12 September 2025,
MERCEDES-BENZ,E-Class Saloon Model Year 2026,AMG E 53 HYBRID 4MATIC+,A9,Automatic,2999,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),449,330,2.6,241,100,,Euro 6 EA,False,WLTP,0,0,0,0,0,353.1,0,0,0,0,0,0.8,0,19,63,102,,99,150,7,5,,0.04,,,67.0,12 September 2025,
MERCEDES-BENZ,E-Class Saloon Model Year 2026,AMG E 53 HYBRID 4MATIC+,A9,Automatic,2999,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),449,330,2.4,259,90,,Euro 6 EA,False,WLTP,0,0,0,0,0,282.5,0,0,0,0,0,1,0,22,58,93,,95,150,7,5,,0.04,,,67.0,12 September 2025,
MERCEDES-BENZ,E-Class Saloon Model Year 2026,E 200,A9,Automatic,1999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),204,150,,,,,Euro 6 EB,False,WLTP,27.7,44.1,53.3,47.9,44.1,0,10.2,6.4,5.3,5.9,6.4,0,145,0,,,,,116,10,16,,0.04,,,68.0,12 September 2025,
MERCEDES-BENZ,E-Class Saloon Model Year 2026,E 200,A9,Automatic,1999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),204,150,,,,,Euro 6 EB,False,WLTP,26.2,38.7,46.3,40.4,38.7,0,10.8,7.3,6.1,7,7.3,0,166,0,,,,,116,10,16,,0.04,,,68.0,12 September 2025,
MERCEDES-BENZ,E-Class Saloon Model Year 2026,E 220 d,A9,Automatic,1993,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),197,145,,,,,Euro 6 EB,False,WLTP,44.1,57.7,68.9,64.2,60.1,0,6.4,4.9,4.1,4.4,4.7,0,123,0,,,,,46,,11,17,0.10,,,67.0,12 September 2025,
MERCEDES-BENZ,E-Class Saloon Model Year 2026,E 220 d,A9,Automatic,1993,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),197,145,,,,,Euro 6 EB,False,WLTP,39.2,51.4,61.4,53.3,52.3,0,7.2,5.5,4.6,5.3,5.4,0,141,0,,,,,46,,11,17,0.10,,,67.0,12 September 2025,
MERCEDES-BENZ,E-Class Saloon Model Year 2026,E 300 de,A9,Automatic,1993,Electricity / Diesel,Plug-in Hybrid Electric Vehicle (PHEV),313,230,3.2,192,106,,Euro 6 EA,False,WLTP,0,0,0,0,0,706.3,0,0,0,0,0,0.4,0,11,69,111,,112,39,,14,18,0.29,,,66.0,12 September 2025,
MERCEDES-BENZ,E-Class Saloon Model Year 2026,E 300 de,A9,Automatic,1993,Electricity / Diesel,Plug-in Hybrid Electric Vehicle (PHEV),313,230,2.9,215,93,,Euro 6 EA,False,WLTP,0,0,0,0,0,470.8,0,0,0,0,0,0.6,0,15,61,98,,96,39,,14,18,0.29,,,66.0,12 September 2025,
MERCEDES-BENZ,E-Class Saloon Model Year 2026,E 300 e,A9,Automatic,1999,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),313,230,3.2,192,110,,Euro 6 EA,False,WLTP,0,0,0,0,0,565,0,0,0,0,0,0.5,0,12,71,114,,113,132,9,11,,,,,67.0,12 September 2025,
MERCEDES-BENZ,E-Class Saloon Model Year 2026,E 300 e,A9,Automatic,1999,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),313,230,2.9,216,93,,Euro 6 EA,False,WLTP,0,0,0,0,0,353.1,0,0,0,0,0,0.8,0,17,61,98,,98,132,9,11,,,,,67.0,12 September 2025,
MERCEDES-BENZ,E-Class Saloon Model Year 2026,E 450 d 4MATIC,A9,Automatic,2989,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),367,270,,,,,Euro 6 EB,False,WLTP,30.4,42.8,58.9,55.4,47.9,0,9.3,6.6,4.8,5.1,5.9,0,154,0,,,,,117,,10,29,0.06,,,67.0,12 September 2025,
MERCEDES-BENZ,E-Class Saloon Model Year 2026,E 450 d 4MATIC,A9,Automatic,2989,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),367,270,,,,,Euro 6 EB,False,WLTP,28,39.2,52.3,47.1,42.8,0,10.1,7.2,5.4,6,6.6,0,173,0,,,,,117,,10,29,0.06,,,67.0,12 September 2025,
MERCEDES-BENZ,EQA Model Year 2026,EQA 250+,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),190,140,4.3,144,561,349,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,450,725,,,,,,,,67.0,12 September 2025,
MERCEDES-BENZ,EQA Model Year 2026,EQA 250+,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),190,140,3.8,164,497,309,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,403,648,,,,,,,,67.0,12 September 2025,
MERCEDES-BENZ,EQA Model Year 2026,EQA 300 4MATIC,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),228,168,3.7,168,477,296,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,357,575,,,,,,,,68.0,12 September 2025,
MERCEDES-BENZ,EQA Model Year 2026,EQA 300 4MATIC,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),228,168,3.3,186,435,270,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,331,532,,,,,,,,68.0,12 September 2025,
MERCEDES-BENZ,EQA Model Year 2026,EQA 350 4MATIC,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),292,215,3.7,168,477,296,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,357,575,,,,,,,,68.0,12 September 2025,
MERCEDES-BENZ,EQA Model Year 2026,EQA 350 4MATIC,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),292,215,3.3,186,435,270,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,331,532,,,,,,,,68.0,12 September 2025,
MERCEDES-BENZ,EQB Model Year 2026,EQB 250+,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),190,140,4.1,151,537,334,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,432,696,,,,,,,,67.0,12 September 2025,
MERCEDES-BENZ,EQB Model Year 2026,EQB 250+,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),190,140,3.6,173,468,291,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,374,602,,,,,,,,67.0,12 September 2025,
MERCEDES-BENZ,EQB Model Year 2026,EQB 300 4MATIC,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),228,168,3.6,172,468,291,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,349,561,,,,,,,,68.0,12 September 2025,
MERCEDES-BENZ,EQB Model Year 2026,EQB 300 4MATIC,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),228,168,3.3,191,425,264,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,318,511,,,,,,,,68.0,12 September 2025,
MERCEDES-BENZ,EQB Model Year 2026,EQB 350 4MATIC,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),292,215,3.6,172,468,291,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,349,561,,,,,,,,68.0,12 September 2025,
MERCEDES-BENZ,EQB Model Year 2026,EQB 350 4MATIC,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),292,215,3.3,191,425,264,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,318,511,,,,,,,,68.0,12 September 2025,
MERCEDES-BENZ,EQE Model Year 2026,AMG EQE 53 4MATIC+,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),625,460,3,207,502,312,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,338,544,,,,,,,,69.0,12 September 2025,
MERCEDES-BENZ,EQE Model Year 2026,AMG EQE 53 4MATIC+,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),625,460,2.6,241,436,271,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,295,475,,,,,,,,69.0,12 September 2025,
MERCEDES-BENZ,EQE Model Year 2026,EQE 300,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),265,195,3.9,158,666,414,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,476,766,,,,,,,,68.0,12 September 2025,
MERCEDES-BENZ,EQE Model Year 2026,EQE 300,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),265,195,3.2,192,552,343,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,398,640,,,,,,,,68.0,12 September 2025,
MERCEDES-BENZ,EQE Model Year 2026,EQE 350+,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),320,235,3.9,160,693,431,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,484,779,,,,,,,,68.0,12 September 2025,
MERCEDES-BENZ,EQE Model Year 2026,EQE 350+,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),320,235,3.2,194,577,359,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,408,656,,,,,,,,68.0,12 September 2025,
MERCEDES-BENZ,EQE Model Year 2026,EQE 500 4MATIC,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),449,330,3.7,168,624,388,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,432,696,,,,,,,,67.0,12 September 2025,
MERCEDES-BENZ,EQE Model Year 2026,EQE 500 4MATIC,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),449,330,3,205,514,319,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,359,577,,,,,,,,67.0,12 September 2025,
MERCEDES-BENZ,EQE SUV Model Year 2026,AMG EQE 53 4MATIC+,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),625,460,2.7,230,455,283,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,310,499,,,,,,,,69.0,12 September 2025,
MERCEDES-BENZ,EQE SUV Model Year 2026,AMG EQE 53 4MATIC+,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),625,460,2.5,254,410,255,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,275,442,,,,,,,,69.0,12 September 2025,
MERCEDES-BENZ,EQE SUV Model Year 2026,EQE 350 4MATIC,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),320,235,3.4,185,568,353,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,418,672,,,,,,,,67.0,12 September 2025,
MERCEDES-BENZ,EQE SUV Model Year 2026,EQE 350 4MATIC,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),320,235,2.8,225,470,292,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,344,553,,,,,,,,67.0,12 September 2025,
MERCEDES-BENZ,EQE SUV Model Year 2026,EQE 350+,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),320,235,3.5,179,625,388,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,473,761,,,,,,,,68.0,12 September 2025,
MERCEDES-BENZ,EQE SUV Model Year 2026,EQE 350+,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),320,235,2.9,214,526,327,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,396,637,,,,,,,,68.0,12 September 2025,
MERCEDES-BENZ,EQE SUV Model Year 2026,EQE 500 4MATIC,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),449,330,3.4,185,607,377,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,447,719,,,,,,,,67.0,12 September 2025,
MERCEDES-BENZ,EQE SUV Model Year 2026,EQE 500 4MATIC,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),449,330,2.8,222,508,316,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,373,601,,,,,,,,67.0,12 September 2025,
MERCEDES-BENZ,EQS Model Year 2026,EQS 350,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),292,215,3.9,161,698,434,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,478,770,,,,,,,,67.0,12 September 2025,
MERCEDES-BENZ,EQS Model Year 2026,EQS 350,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),292,215,3.2,193,585,364,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,404,650,,,,,,,,67.0,12 September 2025,
MERCEDES-BENZ,EQS Model Year 2026,EQS 450 4MATIC,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),360,265,3.7,170,798,496,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,520,837,,,,,,,,67.0,12 September 2025,
MERCEDES-BENZ,EQS Model Year 2026,EQS 450 4MATIC,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),360,265,3,208,659,409,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,437,704,,,,,,,,67.0,12 September 2025,
MERCEDES-BENZ,EQS Model Year 2026,EQS 450+,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),360,265,3.8,164,820,510,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,557,896,,,,,,,,67.0,12 September 2025,
MERCEDES-BENZ,EQS Model Year 2026,EQS 450+,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),360,265,3.1,198,688,428,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,471,758,,,,,,,,67.0,12 September 2025,
MERCEDES-BENZ,EQS SUV Model Year 2026,EQS 450 4MATIC,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),360,265,3.1,204,662,411,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,472,760,,,,,,,,67.0,12 September 2025,
MERCEDES-BENZ,EQS SUV Model Year 2026,EQS 450 4MATIC,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),360,265,2.7,229,591,367,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,425,684,,,,,,,,67.0,12 September 2025,
MERCEDES-BENZ,EQS SUV Model Year 2026,EQS 580 4MATIC,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),544,400,3.1,204,662,411,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,472,760,,,,,,,,66.0,12 September 2025,
MERCEDES-BENZ,EQS SUV Model Year 2026,EQS 580 4MATIC,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),544,400,2.7,229,591,367,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,425,684,,,,,,,,66.0,12 September 2025,
MERCEDES-BENZ,EQS SUV Model Year 2026,Maybach EQS 680,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),658,484,2.9,218,618,384,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,429,690,,,,,,,,66.0,12 September 2025,
MERCEDES-BENZ,EQS SUV Model Year 2026,Maybach EQS 680,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),658,484,2.6,237,569,354,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,398,641,,,,,,,,66.0,12 September 2025,
MERCEDES-BENZ,G-Class Model Year 2026,AMG G 63,A9,Automatic,3982,Petrol,Internal Combustion Engine (ICE),585,585,,,,,Euro 6 EB,False,WLTP,12.4,20.6,23,19.6,19.2,0,22.7,13.7,12.3,14.4,14.7,0,335,0,,,,,242,21,17,,0.04,,,74.0,12 September 2025,
MERCEDES-BENZ,G-Class Model Year 2026,AMG G 63,A9,Automatic,3982,Petrol,Internal Combustion Engine (ICE),585,585,,,,,Euro 6 EB,False,WLTP,12.3,19.6,21.2,17.9,18,0,23,14.4,13.3,15.8,15.7,0,358,0,,,,,242,21,17,,0.04,,,74.0,12 September 2025,
MERCEDES-BENZ,G-Class Model Year 2026,G 450 d,A9,Automatic,2989,Diesel,Internal Combustion Engine (ICE),367,367,,,,,Euro 6 EB,False,WLTP,25,35.3,40.4,29.7,32.5,0,11.3,8,7,9.5,8.7,0,227,0,,,,,159,,11,35,1.34,,,71.0,12 September 2025,
MERCEDES-BENZ,G-Class Model Year 2026,G 450 d,A9,Automatic,2989,Diesel,Internal Combustion Engine (ICE),367,367,,,,,Euro 6 EB,False,WLTP,23,32.5,34.5,25,28.5,0,12.3,8.7,8.2,11.3,9.9,0,261,0,,,,,159,,11,35,1.34,,,71.0,12 September 2025,
MERCEDES-BENZ,G-Class Model Year 2026,G 500,A9,Automatic,2999,Petrol,Internal Combustion Engine (ICE),449,449,,,,,Euro 6 EB,False,WLTP,19,28.5,30.7,24.4,25.7,0,14.9,9.9,9.2,11.6,11,0,249,0,,,,,270,15,15,,0.10,,,71.0,12 September 2025,
MERCEDES-BENZ,G-Class Model Year 2026,G 500,A9,Automatic,2999,Petrol,Internal Combustion Engine (ICE),449,449,,,,,Euro 6 EB,False,WLTP,18.5,26.2,27.2,20.5,22.8,0,15.3,10.8,10.4,13.8,12.4,0,281,0,,,,,270,15,15,,0.10,,,71.0,12 September 2025,
MERCEDES-BENZ,G-Class Model Year 2026,G 580,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),587,432,2.2,277,473,294,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,410,660,,,,,,,,68.0,12 September 2025,
MERCEDES-BENZ,G-Class Model Year 2026,G 580,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),587,432,2.1,303,434,270,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,373,601,,,,,,,,68.0,12 September 2025,
MERCEDES-BENZ,GLA Model Year 2026,AMG GLA 35 4MATIC,A8,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),306,225,,,,,Euro 6 EB,False,WLTP,20.6,32.1,38.2,34.5,32.1,0,13.7,8.8,7.4,8.2,8.8,0,200,0,,,,,152,8,13,,0.07,,,70.0,12 September 2025,
MERCEDES-BENZ,GLA Model Year 2026,AMG GLA 35 4MATIC,A8,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),306,225,,,,,Euro 6 EB,False,WLTP,20.6,31,36.2,32.1,30.7,0,13.7,9.1,7.8,8.8,9.2,0,209,0,,,,,152,8,13,,0.07,,,70.0,12 September 2025,
MERCEDES-BENZ,GLA Model Year 2026,AMG GLA 45 S 4MATIC+,A8,Automatic,1991,Petrol,Internal Combustion Engine (ICE),421,310,,,,,Euro 6 EB,False,WLTP,19.9,29.7,35.3,31.7,29.7,0,14.2,9.5,8,8.9,9.5,0,215,0,,,,,300,14,29,,0.12,,,70.0,12 September 2025,
MERCEDES-BENZ,GLA Model Year 2026,AMG GLA 45 S 4MATIC+,A8,Automatic,1991,Petrol,Internal Combustion Engine (ICE),421,310,,,,,Euro 6 EB,False,WLTP,19.2,27.7,32.8,29.7,28.3,0,14.7,10.2,8.6,9.5,10,0,227,0,,,,,300,14,29,,0.12,,,70.0,12 September 2025,
MERCEDES-BENZ,GLA Model Year 2026,GLA 180,A7,Automatic,1332,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),136,100,,,,,Euro 6 EB,False,WLTP,30.4,46.3,52.3,43.5,43.5,0,9.3,6.1,5.4,6.5,6.5,0,146,0,,,,,236,27,20,,0.13,,,68.0,12 September 2025,
MERCEDES-BENZ,GLA Model Year 2026,GLA 180,A7,Automatic,1332,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),136,100,,,,,Euro 6 EB,False,WLTP,28.8,42.2,46.3,38.7,39.2,0,9.8,6.7,6.1,7.3,7.2,0,162,0,,,,,236,27,20,,0.13,,,68.0,12 September 2025,
MERCEDES-BENZ,GLA Model Year 2026,GLA 200,A7,Automatic,1332,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),163,120,,,,,Euro 6 EB,False,WLTP,30.4,47.1,52.3,43.5,44.1,0,9.3,6,5.4,6.5,6.4,0,146,0,,,,,223,23,20,,0.16,,,68.0,12 September 2025,
MERCEDES-BENZ,GLA Model Year 2026,GLA 200,A7,Automatic,1332,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),163,120,,,,,Euro 6 EB,False,WLTP,28.8,42.8,47.1,38.7,39.8,0,9.8,6.6,6,7.3,7.1,0,161,0,,,,,223,23,20,,0.16,,,68.0,12 September 2025,
MERCEDES-BENZ,GLA Model Year 2026,GLA 200 d,A8,Automatic,1950,Diesel,Internal Combustion Engine (ICE),150,110,,,,,Euro 6 EB,False,WLTP,42.2,52.3,61.4,52.3,53.3,0,6.7,5.4,4.6,5.4,5.3,0,140,0,,,,,52,,17,24,1.08,,,69.0,12 September 2025,
MERCEDES-BENZ,GLA Model Year 2026,GLA 200 d,A8,Automatic,1950,Diesel,Internal Combustion Engine (ICE),150,110,,,,,Euro 6 EB,False,WLTP,39.8,48.7,55.4,47.1,48.7,0,7.1,5.8,5.1,6,5.8,0,153,0,,,,,52,,17,24,1.08,,,69.0,12 September 2025,
MERCEDES-BENZ,GLA Model Year 2026,GLA 220 d 4MATIC,A8,Automatic,1950,Diesel,Internal Combustion Engine (ICE),190,140,,,,,Euro 6 EB,False,WLTP,38.7,49.6,58.9,50.4,50.4,0,7.3,5.7,4.8,5.6,5.6,0,148,0,,,,,56,,18,23,0.92,,,69.0,12 September 2025,
MERCEDES-BENZ,GLA Model Year 2026,GLA 220 d 4MATIC,A8,Automatic,1950,Diesel,Internal Combustion Engine (ICE),190,140,,,,,Euro 6 EB,False,WLTP,36.2,45.6,52.3,44.1,45.6,0,7.8,6.2,5.4,6.4,6.2,0,163,0,,,,,56,,18,23,0.92,,,69.0,12 September 2025,
MERCEDES-BENZ,GLA Model Year 2026,GLA 250 e,A8,Automatic,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),218,160,3.2,192,74,,Euro 6 EA,False,WLTP,0,0,0,0,0,282.5,0,0,0,0,0,1,0,22,47,75,,80,215,9,4,,0.06,,,67.0,12 September 2025,
